Order_ID,Date,Plant_ID,Plant_Name,Plant_Capacity,Remaining Inventory level,Distribution_Center_ID,Distribution_Center_Name,Demand,Supply,Unit_Cost,Quantity_Shipped,Shipping_Cost,Fulfillment_Status,Demand_Surplus,Demand_Surplus_Status
331,2024-02-25,P2,Plant B,2719.67213,1625.67213,DC2,Distribution Center 2,606,606.0,5.13,606.0,3108.7799999999997,Fulfilled,0.0,Filled
332,2024-02-25,P2,Plant B,2719.67213,523.6721299999999,DC3,Distribution Center 3,1102,1102.0,5.81,1102.0,6402.62,Fulfilled,0.0,Filled
333,2024-02-26,P1,Plant A,2373.7634900000003,1486.7634900000003,DC1,Distribution Center 1,887,887.0,4.66,887.0,4133.42,Fulfilled,0.0,Filled
334,2024-02-26,P1,Plant A,2373.7634900000003,138.76349000000027,DC2,Distribution Center 2,1348,1348.0,3.76,1348.0,5068.48,Fulfilled,0.0,Filled
335,2024-02-26,P1,Plant A,2373.7634900000003,0.0,DC3,Distribution Center 3,541,138.76349000000027,4.01,138.76349000000027,556.4415949000011,Fulfilled,402.2365099999997,Partially Filled
336,2024-02-26,P2,Plant B,2834.67213,1743.67213,DC1,Distribution Center 1,1091,1091.0,4.99,1091.0,5444.09,Fulfilled,0.0,Filled
337,2024-02-26,P2,Plant B,2834.67213,1013.6721299999999,DC2,Distribution Center 2,730,730.0,5.42,730.0,3956.6,Fulfilled,0.0,Filled
338,2024-02-26,P2,Plant B,2834.67213,110.67212999999992,DC3,Distribution Center 3,903,903.0,5.56,903.0,5020.679999999999,Fulfilled,0.0,Filled
339,2024-02-27,P1,Plant A,2908.7634900000003,2178.7634900000003,DC1,Distribution Center 1,730,730.0,5.49,730.0,4007.7000000000003,Fulfilled,0.0,Filled
340,2024-02-27,P1,Plant A,2908.7634900000003,1425.7634900000003,DC2,Distribution Center 2,753,753.0,5.05,753.0,3802.65,Fulfilled,0.0,Filled
341,2024-02-27,P1,Plant A,2908.7634900000003,172.76349000000027,DC3,Distribution Center 3,1253,1253.0,4.52,1253.0,5663.5599999999995,Fulfilled,0.0,Filled
342,2024-02-27,P2,Plant B,3099.67213,1802.67213,DC1,Distribution Center 1,1297,1297.0,4.95,1297.0,6420.150000000001,Fulfilled,0.0,Filled
343,2024-02-27,P2,Plant B,3099.67213,627.6721299999999,DC2,Distribution Center 2,1175,1175.0,4.12,1175.0,4841.0,Fulfilled,0.0,Filled
344,2024-02-27,P2,Plant B,3099.67213,0.0,DC3,Distribution Center 3,937,627.6721299999999,5.78,627.6721299999999,3627.9449114,Fulfilled,309.3278700000001,Partially Filled
345,2024-02-28,P1,Plant A,2984.7634900000003,2302.7634900000003,DC1,Distribution Center 1,682,682.0,5.91,682.0,4030.62,Fulfilled,0.0,Filled
346,2024-02-28,P1,Plant A,2984.7634900000003,1770.7634900000003,DC2,Distribution Center 2,532,532.0,4.49,532.0,2388.6800000000003,Fulfilled,0.0,Filled
347,2024-02-28,P1,Plant A,2984.7634900000003,524.7634900000003,DC3,Distribution Center 3,1246,1246.0,5.57,1246.0,6940.22,Fulfilled,0.0,Filled
348,2024-02-28,P2,Plant B,3273.67213,2192.67213,DC1,Distribution Center 1,1087,1081.0,5.89,1081.0,6367.089999999999,Fulfilled,6.0,Partially Filled
349,2024-02-28,P2,Plant B,3273.67213,1212.67213,DC2,Distribution Center 2,980,980.0,5.32,980.0,5213.6,Fulfilled,0.0,Filled
350,2024-02-28,P2,Plant B,3273.67213,614.6721299999999,DC3,Distribution Center 3,598,598.0,5.53,598.0,3306.94,Fulfilled,0.0,Filled
351,2024-02-29,P1,Plant A,3579.7634900000003,2276.7634900000003,DC1,Distribution Center 1,1303,1303.0,4.32,1303.0,5628.96,Fulfilled,0.0,Filled
352,2024-02-29,P1,Plant A,3579.7634900000003,1304.7634900000003,DC2,Distribution Center 2,1348,972.0,4.64,972.0,4510.08,Fulfilled,376.0,Partially Filled
353,2024-02-29,P1,Plant A,3579.7634900000003,586.7634900000003,DC3,Distribution Center 3,718,718.0,5.6,718.0,4020.7999999999997,Fulfilled,0.0,Filled
354,2024-02-29,P2,Plant B,3178.67213,1968.67213,DC1,Distribution Center 1,1210,1210.0,5.52,1210.0,6679.2,Fulfilled,0.0,Filled
355,2024-02-29,P2,Plant B,3178.67213,1315.67213,DC2,Distribution Center 2,653,653.0,4.45,653.0,2905.85,Fulfilled,0.0,Filled
356,2024-02-29,P2,Plant B,3178.67213,0.0,DC3,Distribution Center 3,1483,1315.67213,5.45,1315.67213,7170.4131085,Fulfilled,167.32787000000008,Partially Filled
357,2024-03-01,P1,Plant A,4054.7634900000003,3412.7634900000003,DC1,Distribution Center 1,642,642.0,3.94,642.0,2529.48,Fulfilled,0.0,Filled
358,2024-03-01,P1,Plant A,4054.7634900000003,2524.7634900000003,DC2,Distribution Center 2,888,888.0,5.92,888.0,5256.96,Fulfilled,0.0,Filled
359,2024-03-01,P1,Plant A,4054.7634900000003,1796.7634900000003,DC3,Distribution Center 3,728,728.0,4.28,728.0,3115.84,Fulfilled,0.0,Filled
360,2024-03-01,P2,Plant B,3800.67213,2904.67213,DC1,Distribution Center 1,896,896.0,4.93,896.0,4417.28,Fulfilled,0.0,Filled
361,2024-03-01,P2,Plant B,3800.67213,1728.67213,DC2,Distribution Center 2,1176,1176.0,4.23,1176.0,4974.4800000000005,Fulfilled,0.0,Filled
362,2024-03-01,P2,Plant B,3800.67213,589.6721299999999,DC3,Distribution Center 3,1317,1139.0,5.81,1139.0,6617.589999999999,Fulfilled,178.0,Partially Filled
363,2024-03-02,P1,Plant A,3652.7634900000003,2204.7634900000003,DC1,Distribution Center 1,1480,1448.0,4.41,1448.0,6385.68,Fulfilled,32.0,Partially Filled
364,2024-03-02,P1,Plant A,3652.7634900000003,870.7634900000003,DC2,Distribution Center 2,1369,1334.0,6.1,1334.0,8137.4,Fulfilled,35.0,Partially Filled
365,2024-03-02,P1,Plant A,3652.7634900000003,0.0,DC3,Distribution Center 3,1052,870.7634900000003,5.9,870.7634900000003,5137.504591000002,Fulfilled,181.23650999999973,Partially Filled
366,2024-03-02,P2,Plant B,3163.67213,2217.67213,DC1,Distribution Center 1,946,946.0,5.42,946.0,5127.32,Fulfilled,0.0,Filled
367,2024-03-02,P2,Plant B,3163.67213,1002.6721299999999,DC2,Distribution Center 2,1368,1215.0,6.21,1215.0,7545.15,Fulfilled,153.0,Partially Filled
368,2024-03-02,P2,Plant B,3163.67213,0.0,DC3,Distribution Center 3,1221,1002.6721299999999,5.03,1002.6721299999999,5043.4408139,Fulfilled,218.32787000000008,Partially Filled
369,2024-03-03,P1,Plant A,3154.7634900000003,2026.7634900000003,DC1,Distribution Center 1,1239,1128.0,4.4,1128.0,4963.200000000001,Fulfilled,111.0,Partially Filled
370,2024-03-03,P1,Plant A,3154.7634900000003,511.7634900000003,DC2,Distribution Center 2,1515,1515.0,5.31,1515.0,8044.65,Fulfilled,0.0,Filled
371,2024-03-03,P1,Plant A,3154.7634900000003,0.0,DC3,Distribution Center 3,762,511.7634900000003,4.59,511.7634900000003,2348.9944191000013,Fulfilled,250.23650999999973,Partially Filled
372,2024-03-03,P2,Plant B,3524.67213,2133.67213,DC1,Distribution Center 1,1391,1391.0,6.44,1391.0,8958.04,Fulfilled,0.0,Filled
373,2024-03-03,P2,Plant B,3524.67213,1027.67213,DC2,Distribution Center 2,1179,1106.0,5.92,1106.0,6547.5199999999995,Fulfilled,73.0,Partially Filled
374,2024-03-03,P2,Plant B,3524.67213,388.6721299999999,DC3,Distribution Center 3,639,639.0,5.47,639.0,3495.33,Fulfilled,0.0,Filled
375,2024-03-04,P1,Plant A,3711.7634900000003,2989.7634900000003,DC1,Distribution Center 1,722,722.0,3.7,722.0,2671.4,Fulfilled,0.0,Filled
376,2024-03-04,P1,Plant A,3711.7634900000003,2519.7634900000003,DC2,Distribution Center 2,470,470.0,5.44,470.0,2556.8,Fulfilled,0.0,Filled
377,2024-03-04,P1,Plant A,3711.7634900000003,2001.7634900000003,DC3,Distribution Center 3,518,518.0,4.47,518.0,2315.46,Fulfilled,0.0,Filled
378,2024-03-04,P2,Plant B,2941.67213,2258.67213,DC1,Distribution Center 1,683,683.0,4.2,683.0,2868.6,Fulfilled,0.0,Filled
379,2024-03-04,P2,Plant B,2941.67213,1543.67213,DC2,Distribution Center 2,715,715.0,5.67,715.0,4054.0499999999997,Fulfilled,0.0,Filled
380,2024-03-04,P2,Plant B,2941.67213,304.6721299999999,DC3,Distribution Center 3,1239,1239.0,5.34,1239.0,6616.26,Fulfilled,0.0,Filled
381,2024-03-05,P1,Plant A,3307.7634900000003,2550.7634900000003,DC1,Distribution Center 1,757,757.0,4.68,757.0,3542.7599999999998,Fulfilled,0.0,Filled
382,2024-03-05,P1,Plant A,3307.7634900000003,1357.7634900000003,DC2,Distribution Center 2,1193,1193.0,5.42,1193.0,6466.0599999999995,Fulfilled,0.0,Filled
383,2024-03-05,P1,Plant A,3307.7634900000003,308.7634900000003,DC3,Distribution Center 3,1049,1049.0,5.08,1049.0,5328.92,Fulfilled,0.0,Filled
384,2024-03-05,P2,Plant B,3811.67213,3361.67213,DC1,Distribution Center 1,450,450.0,4.47,450.0,2011.5,Fulfilled,0.0,Filled
385,2024-03-05,P2,Plant B,3811.67213,2560.67213,DC2,Distribution Center 2,801,801.0,3.85,801.0,3083.85,Fulfilled,0.0,Filled
386,2024-03-05,P2,Plant B,3811.67213,1681.67213,DC3,Distribution Center 3,1268,879.0,4.85,879.0,4263.15,Fulfilled,389.0,Partially Filled
387,2024-03-06,P1,Plant A,3822.7634900000003,2611.7634900000003,DC1,Distribution Center 1,1211,1211.0,4.97,1211.0,6018.67,Fulfilled,0.0,Filled
388,2024-03-06,P1,Plant A,3822.7634900000003,1334.7634900000003,DC2,Distribution Center 2,1277,1277.0,5.38,1277.0,6870.26,Fulfilled,0.0,Filled
389,2024-03-06,P1,Plant A,3822.7634900000003,307.7634900000003,DC3,Distribution Center 3,1027,1027.0,4.43,1027.0,4549.61,Fulfilled,0.0,Filled
390,2024-03-06,P2,Plant B,3283.67213,2649.67213,DC1,Distribution Center 1,634,634.0,5.34,634.0,3385.56,Fulfilled,0.0,Filled
391,2024-03-06,P2,Plant B,3283.67213,1922.67213,DC2,Distribution Center 2,727,727.0,5.48,727.0,3983.9600000000005,Fulfilled,0.0,Filled
392,2024-03-06,P2,Plant B,3283.67213,599.6721299999999,DC3,Distribution Center 3,1537,1323.0,4.6,1323.0,6085.799999999999,Fulfilled,214.0,Partially Filled
393,2024-03-07,P1,Plant A,2980.7634900000003,2432.7634900000003,DC1,Distribution Center 1,548,548.0,5.24,548.0,2871.52,Fulfilled,0.0,Filled
394,2024-03-07,P1,Plant A,2980.7634900000003,1359.7634900000003,DC2,Distribution Center 2,1073,1073.0,6.15,1073.0,6598.950000000001,Fulfilled,0.0,Filled
395,2024-03-07,P1,Plant A,2980.7634900000003,417.7634900000003,DC3,Distribution Center 3,942,942.0,3.76,942.0,3541.9199999999996,Fulfilled,0.0,Filled
396,2024-03-07,P2,Plant B,2819.67213,1671.67213,DC1,Distribution Center 1,1157,1148.0,4.35,1148.0,4993.799999999999,Fulfilled,9.0,Partially Filled
397,2024-03-07,P2,Plant B,2819.67213,363.6721299999999,DC2,Distribution Center 2,1417,1308.0,5.79,1308.0,7573.32,Fulfilled,109.0,Partially Filled
398,2024-03-07,P2,Plant B,2819.67213,0.0,DC3,Distribution Center 3,864,363.6721299999999,3.67,363.6721299999999,1334.6767170999997,Fulfilled,500.3278700000001,Partially Filled
399,2024-03-08,P1,Plant A,2780.7634900000003,1862.7634900000003,DC1,Distribution Center 1,918,918.0,4.28,918.0,3929.0400000000004,Fulfilled,0.0,Filled
400,2024-03-08,P1,Plant A,2780.7634900000003,797.7634900000003,DC2,Distribution Center 2,1065,1065.0,5.92,1065.0,6304.8,Fulfilled,0.0,Filled
401,2024-03-08,P1,Plant A,2780.7634900000003,0.0,DC3,Distribution Center 3,885,797.7634900000003,4.73,797.7634900000003,3773.4213077000018,Fulfilled,87.23650999999973,Partially Filled
402,2024-03-08,P2,Plant B,3144.67213,2378.67213,DC1,Distribution Center 1,766,766.0,6.1,766.0,4672.599999999999,Fulfilled,0.0,Filled
403,2024-03-08,P2,Plant B,3144.67213,1396.67213,DC2,Distribution Center 2,982,982.0,6.02,982.0,5911.639999999999,Fulfilled,0.0,Filled
404,2024-03-08,P2,Plant B,3144.67213,423.6721299999999,DC3,Distribution Center 3,973,973.0,6.03,973.0,5867.1900000000005,Fulfilled,0.0,Filled
405,2024-03-09,P1,Plant A,3547.7634900000003,2743.7634900000003,DC1,Distribution Center 1,804,804.0,5.29,804.0,4253.16,Fulfilled,0.0,Filled
406,2024-03-09,P1,Plant A,3547.7634900000003,2076.7634900000003,DC2,Distribution Center 2,667,667.0,4.6,667.0,3068.2,Fulfilled,0.0,Filled
407,2024-03-09,P1,Plant A,3547.7634900000003,804.7634900000003,DC3,Distribution Center 3,1419,1272.0,5.22,1272.0,6639.839999999999,Fulfilled,147.0,Partially Filled
408,2024-03-09,P2,Plant B,3104.67213,2012.67213,DC1,Distribution Center 1,1092,1092.0,5.12,1092.0,5591.04,Fulfilled,0.0,Filled
409,2024-03-09,P2,Plant B,3104.67213,1215.67213,DC2,Distribution Center 2,797,797.0,4.21,797.0,3355.37,Fulfilled,0.0,Filled
410,2024-03-09,P2,Plant B,3104.67213,64.67212999999992,DC3,Distribution Center 3,1151,1151.0,6.3,1151.0,7251.3,Fulfilled,0.0,Filled
411,2024-03-10,P1,Plant A,3062.7634900000003,2379.7634900000003,DC1,Distribution Center 1,683,683.0,4.25,683.0,2902.75,Fulfilled,0.0,Filled
412,2024-03-10,P1,Plant A,3062.7634900000003,1024.7634900000003,DC2,Distribution Center 2,1511,1355.0,5.06,1355.0,6856.299999999999,Fulfilled,156.0,Partially Filled
413,2024-03-10,P1,Plant A,3062.7634900000003,0.0,DC3,Distribution Center 3,1164,1024.7634900000003,5.31,1024.7634900000003,5441.494131900001,Fulfilled,139.23650999999973,Partially Filled
414,2024-03-10,P2,Plant B,3020.67213,1812.67213,DC1,Distribution Center 1,1208,1208.0,4.24,1208.0,5121.92,Fulfilled,0.0,Filled
415,2024-03-10,P2,Plant B,3020.67213,621.6721299999999,DC2,Distribution Center 2,1191,1191.0,3.93,1191.0,4680.63,Fulfilled,0.0,Filled
416,2024-03-10,P2,Plant B,3020.67213,0.0,DC3,Distribution Center 3,1104,621.6721299999999,4.15,621.6721299999999,2579.9393394999997,Fulfilled,482.3278700000001,Partially Filled
417,2024-03-11,P1,Plant A,3516.7634900000003,2574.7634900000003,DC1,Distribution Center 1,942,942.0,4.88,942.0,4596.96,Fulfilled,0.0,Filled
418,2024-03-11,P1,Plant A,3516.7634900000003,1556.7634900000003,DC2,Distribution Center 2,1018,1018.0,5.34,1018.0,5436.12,Fulfilled,0.0,Filled
419,2024-03-11,P1,Plant A,3516.7634900000003,1071.7634900000003,DC3,Distribution Center 3,485,485.0,4.86,485.0,2357.1000000000004,Fulfilled,0.0,Filled
420,2024-03-11,P2,Plant B,3903.67213,3157.67213,DC1,Distribution Center 1,746,746.0,6.23,746.0,4647.58,Fulfilled,0.0,Filled
421,2024-03-11,P2,Plant B,3903.67213,2507.67213,DC2,Distribution Center 2,650,650.0,5.11,650.0,3321.5,Fulfilled,0.0,Filled
422,2024-03-11,P2,Plant B,3903.67213,1942.67213,DC3,Distribution Center 3,565,565.0,5.48,565.0,3096.2000000000003,Fulfilled,0.0,Filled
423,2024-03-12,P1,Plant A,3742.7634900000003,3216.7634900000003,DC1,Distribution Center 1,526,526.0,5.59,526.0,2940.34,Fulfilled,0.0,Filled
424,2024-03-12,P1,Plant A,3742.7634900000003,2361.7634900000003,DC2,Distribution Center 2,855,855.0,3.99,855.0,3411.4500000000003,Fulfilled,0.0,Filled
425,2024-03-12,P1,Plant A,3742.7634900000003,1367.7634900000003,DC3,Distribution Center 3,994,994.0,5.11,994.0,5079.34,Fulfilled,0.0,Filled
426,2024-03-12,P2,Plant B,2452.67213,1684.67213,DC1,Distribution Center 1,768,768.0,4.34,768.0,3333.12,Fulfilled,0.0,Filled
427,2024-03-12,P2,Plant B,2452.67213,1206.67213,DC2,Distribution Center 2,478,478.0,4.66,478.0,2227.48,Fulfilled,0.0,Filled
428,2024-03-12,P2,Plant B,2452.67213,509.6721299999999,DC3,Distribution Center 3,697,697.0,4.87,697.0,3394.39,Fulfilled,0.0,Filled
429,2024-03-13,P1,Plant A,3621.7634900000003,3043.7634900000003,DC1,Distribution Center 1,578,578.0,4.48,578.0,2589.44,Fulfilled,0.0,Filled
430,2024-03-13,P1,Plant A,3621.7634900000003,2008.7634900000003,DC2,Distribution Center 2,1248,1035.0,5.15,1035.0,5330.25,Fulfilled,213.0,Partially Filled
431,2024-03-13,P1,Plant A,3621.7634900000003,1206.7634900000003,DC3,Distribution Center 3,802,802.0,5.7,802.0,4571.400000000001,Fulfilled,0.0,Filled
432,2024-03-13,P2,Plant B,4004.67213,3471.67213,DC1,Distribution Center 1,533,533.0,4.85,533.0,2585.0499999999997,Fulfilled,0.0,Filled
433,2024-03-13,P2,Plant B,4004.67213,2830.67213,DC2,Distribution Center 2,641,641.0,3.76,641.0,2410.16,Fulfilled,0.0,Filled
434,2024-03-13,P2,Plant B,4004.67213,1838.67213,DC3,Distribution Center 3,992,992.0,5.7,992.0,5654.400000000001,Fulfilled,0.0,Filled
435,2024-03-14,P1,Plant A,4125.76349,3129.7634900000003,DC1,Distribution Center 1,996,996.0,4.84,996.0,4820.639999999999,Fulfilled,0.0,Filled
436,2024-03-14,P1,Plant A,4125.76349,2178.7634900000003,DC2,Distribution Center 2,951,951.0,4.49,951.0,4269.99,Fulfilled,0.0,Filled
437,2024-03-14,P1,Plant A,4125.76349,1165.7634900000003,DC3,Distribution Center 3,1016,1013.0,4.42,1013.0,4477.46,Fulfilled,3.0,Partially Filled
438,2024-03-14,P2,Plant B,3938.67213,2684.67213,DC1,Distribution Center 1,1254,1254.0,5.66,1254.0,7097.64,Fulfilled,0.0,Filled
439,2024-03-14,P2,Plant B,3938.67213,1676.67213,DC2,Distribution Center 2,1008,1008.0,4.29,1008.0,4324.32,Fulfilled,0.0,Filled
440,2024-03-14,P2,Plant B,3938.67213,168.67212999999992,DC3,Distribution Center 3,1508,1508.0,4.75,1508.0,7163.0,Fulfilled,0.0,Filled
441,2024-03-15,P1,Plant A,3222.7634900000003,2196.7634900000003,DC1,Distribution Center 1,1026,1026.0,5.64,1026.0,5786.639999999999,Fulfilled,0.0,Filled
442,2024-03-15,P1,Plant A,3222.7634900000003,878.7634900000003,DC2,Distribution Center 2,1389,1318.0,4.09,1318.0,5390.62,Fulfilled,71.0,Partially Filled
443,2024-03-15,P1,Plant A,3222.7634900000003,0.0,DC3,Distribution Center 3,1016,878.7634900000003,5.09,878.7634900000003,4472.906164100002,Fulfilled,137.23650999999973,Partially Filled
444,2024-03-15,P2,Plant B,3534.67213,2165.67213,DC1,Distribution Center 1,1369,1369.0,4.75,1369.0,6502.75,Fulfilled,0.0,Filled
445,2024-03-15,P2,Plant B,3534.67213,712.6721299999999,DC2,Distribution Center 2,1453,1453.0,5.07,1453.0,7366.71,Fulfilled,0.0,Filled
446,2024-03-15,P2,Plant B,3534.67213,0.0,DC3,Distribution Center 3,1060,712.6721299999999,5.47,712.6721299999999,3898.3165510999993,Fulfilled,347.3278700000001,Partially Filled
447,2024-03-16,P1,Plant A,3193.7634900000003,2448.7634900000003,DC1,Distribution Center 1,745,745.0,3.8,745.0,2831.0,Fulfilled,0.0,Filled
448,2024-03-16,P1,Plant A,3193.7634900000003,1747.7634900000003,DC2,Distribution Center 2,701,701.0,4.21,701.0,2951.21,Fulfilled,0.0,Filled
449,2024-03-16,P1,Plant A,3193.7634900000003,416.7634900000003,DC3,Distribution Center 3,1331,1331.0,5.07,1331.0,6748.17,Fulfilled,0.0,Filled
450,2024-03-16,P2,Plant B,3987.67213,2916.67213,DC1,Distribution Center 1,1071,1071.0,6.14,1071.0,6575.94,Fulfilled,0.0,Filled
451,2024-03-16,P2,Plant B,3987.67213,2336.67213,DC2,Distribution Center 2,580,580.0,3.77,580.0,2186.6,Fulfilled,0.0,Filled
452,2024-03-16,P2,Plant B,3987.67213,1272.67213,DC3,Distribution Center 3,1064,1064.0,5.02,1064.0,5341.28,Fulfilled,0.0,Filled
453,2024-03-17,P1,Plant A,3245.7634900000003,2234.7634900000003,DC1,Distribution Center 1,1011,1011.0,5.15,1011.0,5206.650000000001,Fulfilled,0.0,Filled
454,2024-03-17,P1,Plant A,3245.7634900000003,935.7634900000003,DC2,Distribution Center 2,1299,1299.0,5.56,1299.0,7222.44,Fulfilled,0.0,Filled
455,2024-03-17,P1,Plant A,3245.7634900000003,0.0,DC3,Distribution Center 3,1292,935.7634900000003,5.59,935.7634900000003,5230.917909100001,Fulfilled,356.2365099999997,Partially Filled
456,2024-03-17,P2,Plant B,3752.67213,3054.67213,DC1,Distribution Center 1,698,698.0,4.92,698.0,3434.16,Fulfilled,0.0,Filled
457,2024-03-17,P2,Plant B,3752.67213,1896.67213,DC2,Distribution Center 2,1158,1158.0,5.0,1158.0,5790.0,Fulfilled,0.0,Filled
458,2024-03-17,P2,Plant B,3752.67213,804.6721299999999,DC3,Distribution Center 3,1092,1092.0,5.16,1092.0,5634.72,Fulfilled,0.0,Filled
459,2024-03-18,P1,Plant A,3265.7634900000003,1969.7634900000003,DC1,Distribution Center 1,1296,1296.0,5.2,1296.0,6739.2,Fulfilled,0.0,Filled
460,2024-03-18,P1,Plant A,3265.7634900000003,1393.7634900000003,DC2,Distribution Center 2,576,576.0,5.64,576.0,3248.64,Fulfilled,0.0,Filled
461,2024-03-18,P1,Plant A,3265.7634900000003,650.7634900000003,DC3,Distribution Center 3,743,743.0,5.65,743.0,4197.95,Fulfilled,0.0,Filled
462,2024-03-18,P2,Plant B,2661.67213,1647.67213,DC1,Distribution Center 1,1014,1014.0,3.76,1014.0,3812.64,Fulfilled,0.0,Filled
463,2024-03-18,P2,Plant B,2661.67213,396.6721299999999,DC2,Distribution Center 2,1251,1251.0,6.19,1251.0,7743.6900000000005,Fulfilled,0.0,Filled
464,2024-03-18,P2,Plant B,2661.67213,0.0,DC3,Distribution Center 3,659,396.6721299999999,5.18,396.6721299999999,2054.7616333999995,Fulfilled,262.3278700000001,Partially Filled
465,2024-03-19,P1,Plant A,3439.7634900000003,2386.7634900000003,DC1,Distribution Center 1,1053,1053.0,4.83,1053.0,5085.99,Fulfilled,0.0,Filled
466,2024-03-19,P1,Plant A,3439.7634900000003,1753.7634900000003,DC2,Distribution Center 2,633,633.0,4.99,633.0,3158.67,Fulfilled,0.0,Filled
467,2024-03-19,P1,Plant A,3439.7634900000003,530.7634900000003,DC3,Distribution Center 3,1223,1223.0,5.14,1223.0,6286.219999999999,Fulfilled,0.0,Filled
468,2024-03-19,P2,Plant B,3216.67213,2012.67213,DC1,Distribution Center 1,1443,1204.0,4.98,1204.0,5995.92,Fulfilled,239.0,Partially Filled
469,2024-03-19,P2,Plant B,3216.67213,1150.67213,DC2,Distribution Center 2,862,862.0,6.13,862.0,5284.0599999999995,Fulfilled,0.0,Filled
470,2024-03-19,P2,Plant B,3216.67213,75.67212999999992,DC3,Distribution Center 3,1233,1075.0,5.43,1075.0,5837.25,Fulfilled,158.0,Partially Filled
471,2024-03-20,P1,Plant A,2927.7634900000003,1647.7634900000003,DC1,Distribution Center 1,1463,1280.0,5.8,1280.0,7424.0,Fulfilled,183.0,Partially Filled
472,2024-03-20,P1,Plant A,2927.7634900000003,709.7634900000003,DC2,Distribution Center 2,938,938.0,5.58,938.0,5234.04,Fulfilled,0.0,Filled
473,2024-03-20,P1,Plant A,2927.7634900000003,0.0,DC3,Distribution Center 3,1328,709.7634900000003,5.17,709.7634900000003,3669.477243300001,Fulfilled,618.2365099999997,Partially Filled
474,2024-03-20,P2,Plant B,3752.67213,3158.67213,DC1,Distribution Center 1,594,594.0,4.46,594.0,2649.24,Fulfilled,0.0,Filled
475,2024-03-20,P2,Plant B,3752.67213,1698.67213,DC2,Distribution Center 2,1460,1460.0,6.11,1460.0,8920.6,Fulfilled,0.0,Filled
476,2024-03-20,P2,Plant B,3752.67213,442.6721299999999,DC3,Distribution Center 3,1256,1256.0,4.89,1256.0,6141.839999999999,Fulfilled,0.0,Filled
477,2024-03-21,P1,Plant A,3340.7634900000003,2459.7634900000003,DC1,Distribution Center 1,881,881.0,5.6,881.0,4933.599999999999,Fulfilled,0.0,Filled
478,2024-03-21,P1,Plant A,3340.7634900000003,1331.7634900000003,DC2,Distribution Center 2,1128,1128.0,4.73,1128.0,5335.4400000000005,Fulfilled,0.0,Filled
479,2024-03-21,P1,Plant A,3340.7634900000003,589.7634900000003,DC3,Distribution Center 3,742,742.0,5.04,742.0,3739.68,Fulfilled,0.0,Filled
480,2024-03-21,P2,Plant B,3358.67213,2101.67213,DC1,Distribution Center 1,1257,1257.0,4.26,1257.0,5354.82,Fulfilled,0.0,Filled
481,2024-03-21,P2,Plant B,3358.67213,808.6721299999999,DC2,Distribution Center 2,1293,1293.0,5.53,1293.0,7150.29,Fulfilled,0.0,Filled
482,2024-03-21,P2,Plant B,3358.67213,0.0,DC3,Distribution Center 3,814,808.6721299999999,5.62,808.6721299999999,4544.7373706,Fulfilled,5.327870000000075,Partially Filled
483,2024-03-22,P1,Plant A,3731.7634900000003,2585.7634900000003,DC1,Distribution Center 1,1146,1146.0,4.31,1146.0,4939.259999999999,Fulfilled,0.0,Filled
484,2024-03-22,P1,Plant A,3731.7634900000003,1215.7634900000003,DC2,Distribution Center 2,1370,1370.0,5.91,1370.0,8096.7,Fulfilled,0.0,Filled
485,2024-03-22,P1,Plant A,3731.7634900000003,0.0,DC3,Distribution Center 3,1413,1215.7634900000003,4.99,1215.7634900000003,6066.659815100002,Fulfilled,197.23650999999973,Partially Filled
486,2024-03-22,P2,Plant B,3115.67213,2152.67213,DC1,Distribution Center 1,963,963.0,3.93,963.0,3784.59,Fulfilled,0.0,Filled
487,2024-03-22,P2,Plant B,3115.67213,1368.67213,DC2,Distribution Center 2,784,784.0,5.35,784.0,4194.4,Fulfilled,0.0,Filled
488,2024-03-22,P2,Plant B,3115.67213,313.6721299999999,DC3,Distribution Center 3,1055,1055.0,5.11,1055.0,5391.05,Fulfilled,0.0,Filled
489,2024-03-23,P1,Plant A,3821.7634900000003,2978.7634900000003,DC1,Distribution Center 1,843,843.0,4.41,843.0,3717.63,Fulfilled,0.0,Filled
490,2024-03-23,P1,Plant A,3821.7634900000003,2253.7634900000003,DC2,Distribution Center 2,725,725.0,5.09,725.0,3690.25,Fulfilled,0.0,Filled
491,2024-03-23,P1,Plant A,3821.7634900000003,1269.7634900000003,DC3,Distribution Center 3,984,984.0,4.47,984.0,4398.48,Fulfilled,0.0,Filled
492,2024-03-23,P2,Plant B,2898.67213,1702.67213,DC1,Distribution Center 1,1430,1196.0,5.88,1196.0,7032.48,Fulfilled,234.0,Partially Filled
493,2024-03-23,P2,Plant B,2898.67213,544.6721299999999,DC2,Distribution Center 2,1158,1158.0,3.76,1158.0,4354.08,Fulfilled,0.0,Filled
494,2024-03-23,P2,Plant B,2898.67213,0.0,DC3,Distribution Center 3,1414,544.6721299999999,4.61,544.6721299999999,2510.9385193,Fulfilled,869.3278700000001,Partially Filled
495,2024-03-24,P1,Plant A,4144.76349,3474.7634900000003,DC1,Distribution Center 1,670,670.0,3.89,670.0,2606.3,Fulfilled,0.0,Filled
496,2024-03-24,P1,Plant A,4144.76349,2140.7634900000003,DC2,Distribution Center 2,1334,1334.0,3.6,1334.0,4802.400000000001,Fulfilled,0.0,Filled
